task_id,model,trajectory_id,passed,n_states,quality_score,quality_tier,verdict,coverage_percent,precision_percent,f1_score,coherence_score,temporal_profile_score,workflow_similarity,stage_completeness,bottleneck_coverage,weighted_score,stage_coverage_E,stage_coverage_I,stage_coverage_V,stage_coverage_O,regression_loop_count,regression_loop_waste,blind_retry_count,blind_retry_waste,redundant_step_count,redundant_step_waste,unnecessary_exploration_count,unnecessary_exploration_waste,cyclic_pattern_count,cyclic_pattern_waste,total_wasted_steps,waste_severity,wasted_input_tokens,wasted_output_tokens,divergence_step,divergence_fraction,stage_order_match,failure_reasons,strengths
astropy__astropy-13236,gpt-4.1,astropy__astropy-13236-logs-gpt-4.1-fail-24959195027_pta,False,47,29,off_track,FAIL,12.162162162162163,18.75,14.754098360655739,0.09782608695652176,0.5728839025243146,0.3150684931506849,1.0,2.564102564102564,9.417040358744394,21.73913043478261,50.0,2.564102564102564,11.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0.0,53498,170,2,0.0426,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 3% (1/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}, {""reason"": ""trajectory_thrashing"", ""detail"": ""Coherence score is 0.10 \u2014 agent appears to backtrack heavily between stages"", ""severity"": ""medium""}]",
astropy__astropy-13236,gpt-4.1,astropy__astropy-13236-logs-gpt-4.1-fail-24959197350_pta,False,23,33,off_track,FAIL,12.162162162162163,37.5,18.367346938775512,0.2727272727272727,0.6322474345563471,0.3013698630136986,1.0,2.564102564102564,9.417040358744394,21.73913043478261,50.0,2.564102564102564,11.11111111111111,0,0,1,1,2,2,0,0,0,0,3,0.1304,163823,504,2,0.087,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 3% (1/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}, {""reason"": ""trajectory_thrashing"", ""detail"": ""Coherence score is 0.27 \u2014 agent appears to backtrack heavily between stages"", ""severity"": ""medium""}]",
astropy__astropy-13236,gpt-4o,astropy__astropy-13236-logs-gpt-4o-fail-25007092492_pta,False,13,36,off_track,FAIL,12.162162162162163,64.28571428571429,20.454545454545457,0.611111111111111,0.6023334189695144,0.1506849315068493,0.75,0.0,11.659192825112108,17.391304347826086,50.0,7.6923076923076925,0.0,0,0,0,0,1,1,0,0,2,6,7,0.5385,187620,475,2,0.1538,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 8% (3/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,gpt-4o,astropy__astropy-13236-logs-gpt-4o-fail-25099770634_pta,False,22,41,partial_fail,FAIL,18.91891891891892,60.86956521739131,28.865979381443303,0.5294117647058824,0.7505506645886152,0.2054794520547945,1.0,12.82051282051282,17.040358744394617,21.73913043478261,50.0,12.82051282051282,22.22222222222222,0,0,0,0,1,1,0,0,3,8,9,0.4091,305118,909,2,0.0909,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 13% (5/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,gpt-4o,astropy__astropy-13236-logs-gpt-4o-fail-25099771173_pta,False,13,34,off_track,FAIL,10.81081081081081,57.14285714285714,18.181818181818183,0.5555555555555556,0.6023334189695144,0.1506849315068493,0.75,0.0,10.762331838565023,13.043478260869565,50.0,7.6923076923076925,0.0,0,0,0,0,1,1,0,0,1,4,5,0.3846,88067,379,2,0.1538,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 8% (3/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,gpt-5.2-codex,astropy__astropy-13236-logs-gpt-5.2-codex-fail-24976719509_pta,False,11,35,off_track,FAIL,12.162162162162163,75.0,20.930232558139537,0.6000000000000001,0.6620612552061771,0.1506849315068493,0.75,0.0,10.762331838565023,21.73913043478261,50.0,5.128205128205128,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,41678,524,2,0.1818,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (2/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,gpt-5.2-codex,astropy__astropy-13236-logs-gpt-5.2-codex-fail-24977101691_pta,False,11,40,partial_fail,FAIL,12.162162162162163,75.0,20.930232558139537,0.6000000000000001,0.6793759961592072,0.1506849315068493,1.0,5.128205128205128,10.31390134529148,17.391304347826086,50.0,5.128205128205128,11.11111111111111,0,0,0,0,1,1,0,0,0,0,1,0.0909,30675,392,2,0.1818,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (2/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,gpt-5.2-codex,astropy__astropy-13236-logs-gpt-5.2-codex-fail-25003569912_pta,False,14,28,off_track,FAIL,10.81081081081081,53.333333333333336,17.977528089887638,0.32307692307692304,0.6797061635483956,0.1780821917808219,0.75,0.0,9.865470852017937,17.391304347826086,50.0,5.128205128205128,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,63434,666,2,0.1429,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (2/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}, {""reason"": ""trajectory_thrashing"", ""detail"": ""Coherence score is 0.32 \u2014 agent appears to backtrack heavily between stages"", ""severity"": ""medium""}]",
astropy__astropy-13236,gpt-5.2-codex,astropy__astropy-13236-logs-gpt-5.2-codex-fail-25117200366_pta,False,11,35,off_track,FAIL,10.81081081081081,66.66666666666666,18.6046511627907,0.6000000000000001,0.6473905164620828,0.1506849315068493,0.75,0.0,8.968609865470851,21.73913043478261,50.0,2.564102564102564,0.0,0,0,0,0,1,1,0,0,0,0,1,0.0909,50505,343,2,0.1818,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 3% (1/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,gpt-5.2-codex,astropy__astropy-13236-logs-gpt-5.2-codex-fail-25117200392_pta,False,11,38,off_track,FAIL,13.513513513513514,83.33333333333334,23.255813953488374,0.675,0.6620612552061771,0.1506849315068493,0.75,0.0,11.659192825112108,26.08695652173913,50.0,5.128205128205128,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,55836,853,2,0.1818,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (2/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,gpt-5.3-codex,astropy__astropy-13236-logs-gpt-5.3-codex-fail-24979449476_pta,False,9,33,off_track,FAIL,10.81081081081081,80.0,19.047619047619047,0.525,0.7637049257461566,0.1232876712328767,0.75,0.0,9.865470852017937,17.391304347826086,50.0,5.128205128205128,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,32264,125,2,0.2222,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (2/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,gpt-5.3-codex,astropy__astropy-13236-logs-gpt-5.3-codex-fail-24979449576_pta,False,8,33,off_track,FAIL,8.108108108108109,66.66666666666666,14.457831325301205,0.75,0.5878789518215128,0.1095890410958904,0.5,0.0,6.278026905829597,17.391304347826086,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,20336,374,2,0.25,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 0% (0/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]","[""Clean forward progression (high coherence)""]"
astropy__astropy-13236,gpt-5.3-codex,astropy__astropy-13236-logs-gpt-5.3-codex-fail-25000713451_pta,False,8,36,off_track,FAIL,9.45945945945946,77.77777777777779,16.867469879518072,0.6857142857142858,0.6658918842884007,0.1095890410958904,0.75,0.0,8.968609865470851,13.043478260869565,50.0,5.128205128205128,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,21986,80,2,0.25,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (2/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,gpt-5.3-codex,astropy__astropy-13236-logs-gpt-5.3-codex-fail-25000713727_pta,False,7,37,off_track,FAIL,8.108108108108109,75.0,14.634146341463415,0.75,0.6257762483086817,0.0958904109589041,0.75,0.0,7.174887892376682,13.043478260869565,50.0,2.564102564102564,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,20291,82,2,0.2857,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 3% (1/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]","[""Clean forward progression (high coherence)""]"
astropy__astropy-13236,gpt-5.3-codex,astropy__astropy-13236-logs-gpt-5.3-codex-fail-25119540823_pta,False,9,30,off_track,FAIL,8.108108108108109,60.0,14.285714285714286,0.6666666666666666,0.6640660456801211,0.1095890410958904,0.5,0.0,6.278026905829597,17.391304347826086,50.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,2,0.2222,32335,397,2,0.2222,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 0% (0/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,gpt-5.3-codex,astropy__astropy-13236-logs-gpt-5.3-codex-fail-25119540847_pta,False,8,36,off_track,FAIL,9.45945945945946,77.77777777777779,16.867469879518072,0.6857142857142858,0.6658918842884007,0.1095890410958904,0.75,0.0,8.968609865470851,13.043478260869565,50.0,5.128205128205128,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,23428,81,2,0.25,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 74 ground-truth steps (1% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (2/39 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,opus-4.5,astropy__astropy-13236-logs-opus-4.5-fail-25069529856_pta,False,50,52,partial_fail,UNCERTAIN,47.2972972972973,68.62745098039215,56.0,0.37755102040816324,0.9369943840352946,0.6301369863013698,1.0,22.22222222222222,52.91479820627802,30.434782608695656,50.0,61.53846153846154,22.22222222222222,1,10,0,0,2,2,1,1,0,0,13,0.26,721570,2403,6,0.12,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 6 of 74 ground-truth steps (7% through)"", ""severity"": ""critical""}]",
astropy__astropy-13236,opus-4.5,astropy__astropy-13236-logs-opus-4.5-fail-25069530264_pta,False,58,56,partial_fail,UNCERTAIN,55.4054054054054,69.49152542372882,61.65413533834587,0.43522267206477727,0.9115192053338306,0.589041095890411,1.0,43.47826086956522,56.95067264573991,43.47826086956522,50.0,61.53846153846154,55.55555555555556,1,18,0,0,2,2,2,2,1,2,24,0.4138,1102745,3376,7,0.1207,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 7 of 74 ground-truth steps (8% through)"", ""severity"": ""critical""}]",
astropy__astropy-13236,opus-4.6,astropy__astropy-13236-logs-opus-4.6-fail-25038457597_pta,False,9,40,partial_fail,FAIL,21.73913043478261,100.0,35.714285714285715,0.6,0.8083599368427834,0.2,0.75,0.0,20.588235294117645,27.77777777777778,50.0,14.285714285714285,0.0,0,0,0,0,0,0,0,0,1,2,2,0.2222,83826,1091,2,0.2222,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 46 ground-truth steps (2% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 14% (3/21 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,opus-4.6,astropy__astropy-13236-logs-opus-4.6-fail-25038457898_pta,False,4,44,partial_fail,FAIL,10.869565217391305,100.0,19.607843137254903,1.0,0.6909178017829825,0.08888888888888889,0.75,0.0,10.294117647058822,11.11111111111111,50.0,4.761904761904762,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,21733,297,2,0.5,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 46 ground-truth steps (2% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (1/21 steps). Agent may not have tested its changes."", ""severity"": ""high""}]","[""Clean forward progression (high coherence)""]"
astropy__astropy-13236,opus-4.6,astropy__astropy-13236-logs-opus-4.6-fail-25061297481_pta,False,4,44,partial_fail,FAIL,10.869565217391305,100.0,19.607843137254903,1.0,0.6909178017829825,0.08888888888888889,0.75,0.0,10.294117647058822,11.11111111111111,50.0,4.761904761904762,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,21690,309,2,0.5,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 46 ground-truth steps (2% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (1/21 steps). Agent may not have tested its changes."", ""severity"": ""high""}]","[""Clean forward progression (high coherence)""]"
astropy__astropy-13236,opus-4.6,astropy__astropy-13236-logs-opus-4.6-fail-25061297668_pta,False,4,44,partial_fail,FAIL,10.869565217391305,100.0,19.607843137254903,1.0,0.6909178017829825,0.08888888888888889,0.75,0.0,10.294117647058822,11.11111111111111,50.0,4.761904761904762,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,21832,339,2,0.5,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 46 ground-truth steps (2% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (1/21 steps). Agent may not have tested its changes."", ""severity"": ""high""}]","[""Clean forward progression (high coherence)""]"
astropy__astropy-13236,opus-4.6,astropy__astropy-13236-logs-opus-4.6-fail-25064867485_pta,False,6,38,off_track,FAIL,15.217391304347828,100.0,26.415094339622645,0.6666666666666666,0.7529707124999566,0.13333333333333333,0.75,0.0,13.23529411764706,22.22222222222222,50.0,4.761904761904762,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,45261,666,2,0.3333,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 2 of 46 ground-truth steps (2% through)"", ""severity"": ""critical""}, {""reason"": ""missing_verification"", ""detail"": ""Verification coverage is 5% (1/21 steps). Agent may not have tested its changes."", ""severity"": ""high""}]",
astropy__astropy-13236,sonnet-4.5,astropy__astropy-13236-logs-sonnet-4.5-fail-24941916041_pta,False,100,54,partial_fail,UNCERTAIN,58.108108108108105,42.57425742574257,49.14285714285714,0.3954698500153046,0.9010344714491715,0.57,1.0,11.11111111111111,57.847533632286996,82.6086956521739,50.0,53.84615384615385,11.11111111111111,2,56,1,1,3,3,0,0,1,2,62,0.62,1385933,6851,3,0.03,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 3 of 74 ground-truth steps (3% through)"", ""severity"": ""critical""}]","[""Strong exploration phase (83% covered)""]"
astropy__astropy-13236,sonnet-4.5,astropy__astropy-13236-logs-sonnet-4.5-fail-24951451496_pta,False,92,55,partial_fail,UNCERTAIN,55.69620253164557,47.31182795698925,51.16279069767442,0.4015984015984016,0.9113702538622965,0.6739130434782609,1.0,38.095238095238095,57.377049180327866,38.095238095238095,50.0,62.22222222222222,60.0,1,31,0,0,2,2,0,0,2,4,37,0.4022,581823,2336,3,0.0326,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 3 of 79 ground-truth steps (3% through)"", ""severity"": ""critical""}]",
django__django-10880,gemini-2.5-pro,django__django-10880-logs-gemini-2.5-pro-pass-24943628310_pta,True,35,61,solid,LIKELY FAIL,57.89473684210527,30.555555555555557,40.0,0.5561497326203209,0.7699973060658541,0.42857142857142855,0.75,0.0,54.285714285714285,66.66666666666666,20.0,87.5,0.0,2,7,1,2,3,3,4,4,1,6,22,0.6286,552452,3312,3,0.0857,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 3 of 19 ground-truth steps (11% through)"", ""severity"": ""critical""}, {""reason"": ""incomplete_implementation"", ""detail"": ""Only 20% of implementation steps covered (1/5)"", ""severity"": ""high""}]","[""Strong verification phase (88% covered)""]"
django__django-10880,gemini-2.5-pro,django__django-10880-logs-gemini-2.5-pro-pass-24944252850_pta,True,22,62,solid,LIKELY FAIL,57.89473684210527,47.82608695652174,52.38095238095239,0.43174603174603177,0.8032470319027222,0.6363636363636364,0.75,0.0,57.14285714285714,66.66666666666666,40.0,75.0,0.0,2,5,1,4,0,0,0,0,2,10,19,0.8636,365936,3599,3,0.1364,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 3 of 19 ground-truth steps (11% through)"", ""severity"": ""critical""}, {""reason"": ""incomplete_implementation"", ""detail"": ""Only 40% of implementation steps covered (2/5)"", ""severity"": ""medium""}]",
django__django-10880,gemini-2.5-pro,django__django-10880-logs-gemini-2.5-pro-pass-24945658083_pta,True,10,64,solid,LIKELY FAIL,53.333333333333336,72.72727272727273,61.53846153846155,0.5555555555555556,0.7615638522665539,0.5714285714285714,0.75,0.0,52.0,66.66666666666666,33.33333333333333,66.66666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,88993,455,4,0.4,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 4 of 15 ground-truth steps (20% through)"", ""severity"": ""critical""}, {""reason"": ""incomplete_implementation"", ""detail"": ""Only 33% of implementation steps covered (1/3)"", ""severity"": ""medium""}]",
django__django-10880,gemini-2.5-pro,django__django-10880-logs-gemini-2.5-pro-pass-24962858941_pta,True,19,62,solid,LIKELY FAIL,53.333333333333336,40.0,45.714285714285715,0.5303030303030303,0.8857516310343714,0.631578947368421,0.75,0.0,52.0,66.66666666666666,33.33333333333333,66.66666666666666,0.0,0,0,1,3,0,0,0,0,1,2,5,0.2632,95595,965,3,0.1579,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 3 of 15 ground-truth steps (13% through)"", ""severity"": ""critical""}, {""reason"": ""incomplete_implementation"", ""detail"": ""Only 33% of implementation steps covered (1/3)"", ""severity"": ""medium""}]",
django__django-10880,gpt-4.1,django__django-10880-logs-gpt-4.1-pass-24926062288_pta,True,41,56,solid,UNCERTAIN,57.89473684210527,26.190476190476193,36.06557377049181,0.24374999999999997,0.4942867516759165,0.2926829268292683,1.0,40.0,50.0,100.0,40.0,50.0,50.0,0,0,2,27,6,6,0,0,1,3,36,0.878,516023,1455,6,0.1463,True,"[{""reason"": ""early_divergence"", ""detail"": ""Diverged at step 6 of 19 ground-truth steps (26% through)"", ""severity"": ""critical""}, {""reason"": ""incomplete_implementation"", ""detail"": ""Only 40% of implementation steps covered (2/5)"", ""severity"": ""medium""}, {""reason"": ""trajectory_thrashing"", ""detail"": ""Coherence score is 0.24 \u2014 agent appears to backtrack heavily between stages"", ""severity"": ""medium""}]","[""Strong exploration phase (100% covered)""]"
